Age,Gender,Living_Status,Credit_Amt>20000,Credit_overdue,Car_two_wheeler,Residence,Credit_default,Stable_Income,Employment_Tenure(Months),Monthly_Income,Alternative_Source,Loan_repayment,Loan_type,Loan_default,Loan_int_rate,Loan_Amt,Collateral_asset,Financial_Counselling,Financial_budgeting,Credit_rating_awareness,Bank_name,Bank_tenure,Loan_services_usage,Interaction_time,Interest_rate_satisfaction,Digital_lending,Digital_leding_frequency,Recommendation_likelihood,loan_processing_delays,Financial_advice,churn_possibility,Reasons_for_churn
32,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,7,37500,No,Yes,Debt Consolidation,Yes,12,833500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
32,Female,Single,No,Yes,No,Rural Area,Yes,No,9,39750,Yes,No,Medical ,Yes,13,857500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
32,Male,Single,No,Yes,No,Rural Area,Yes,No,11,42750,Yes,Yes,Debt Consolidation,Yes,15,889500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
33,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,12,45000,Yes,No,Medical ,Yes,15,913500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
33,Female,Single,No,Yes,Yes,Rural Area,Yes,Yes,14,45750,Yes,Yes,Debt Consolidation,Yes,14,945500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
34,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Tier 1 City,Yes,No,16,45750,No,Yes,Home Loan,Yes,14,969500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
34,Male,Single,No,Yes,Yes,Tier 2 City,Yes,Yes,18,45750,No,Yes,Home Loan,Yes,13,1001500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
34,Female,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Rural Area,Yes,No,19,45750,Yes,Yes,Debt Consolidation,Yes,12,1025500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
35,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,21,45750,No,No,Medical ,Yes,15,1057500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
35,Female,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,23,45750,Yes,Yes,Debt Consolidation,Yes,16,1081500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
36,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Rural Area,Yes,Yes,4,48000,No,No,Debt Consolidation,Yes,13,1153500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
37,Female,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Rural Area,Yes,Yes,5,48000,No,No,Debt Consolidation,Yes,13,1177500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
37,Male,Single,No,Yes,No,Rural Area,Yes,Yes,7,48000,Yes,Yes,Home Loan,Yes,15,1209500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
37,Female,Single,No,Yes,No,Rural Area,Yes,Yes,9,48000,No,Yes,Debt Consolidation,Yes,16,1233500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
37,Female,Single,No,Yes,No,Tier 1 City,Yes,Yes,11,71500,No,Yes,Ventures,Yes,15,1265500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
37,Female,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Tier 1 City,Yes,Yes,12,51000,No,Yes,Debt Consolidation,Yes,14,1289500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
38,Female,Single,No,Yes,No,Rural Area,Yes,Yes,14,51000,No,Yes,Debt Consolidation,Yes,13,1321500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
39,Male,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,16,51000,No,Yes,Debt Consolidation,Yes,16,1345500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,3,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
39,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Tier 2 City,Yes,Yes,18,51000,No,Yes,Debt Consolidation,Yes,14,1377500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
39,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Tier 1 City,Yes,Yes,19,51000,No,Yes,Debt Consolidation,Yes,15,1401500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
39,Female,Single,No,Yes,No,Tier 1 City,Yes,Yes,21,51000,No,Yes,Debt Consolidation,Yes,14,1433500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
40,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Rural Area,Yes,Yes,23,53000,Yes,No,Medical ,Yes,13,1457500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
40,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Rural Area,Yes,Yes,4,53000,Yes,No,Medical ,Yes,14,1521500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,3,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
41,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,5,53000,Yes,Yes,Ventures,Yes,12,1545500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,4,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
41,Female,Single,No,Yes,No,Tier 1 City,Yes,Yes,7,53000,Yes,No,Medical ,Yes,16,1577500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
41,Female,Single,Yes,Yes,Yes,Rural Area,Yes,Yes,9,53000,Yes,Yes,Debt Consolidation,Yes,14,1601500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
41,Female,Single,No,Yes,No,Tier 1 City,Yes,Yes,11,57000,Yes,No,Medical ,Yes,16,1633500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
41,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,12,57000,Yes,Yes,Home Loan,Yes,15,1657500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,3,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
42,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,14,57000,Yes,Yes,Debt Consolidation,Yes,13,1689500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
42,Female,Single,No,Yes,No,Tier 1 City,Yes,Yes,16,57000,Yes,Yes,Home Loan,Yes,12,1713500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
42,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,Yes,18,57000,No,Yes,Debt Consolidation,Yes,16,1745500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,3,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
42,Male,Single,Yes,Yes,No,Rural Area,Yes,Yes,19,83700,Yes,Yes,Home Loan,Yes,16,1769500,No,Yes,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Dissatisfied,No,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
23,Male,Single,Yes,Yes,Yes,Rural Area,Yes,Yes,21,22000,No,No,Debt Consolidation,Yes,12,65500,No,No,I don't have a specific budget,No,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
25,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Rural Area,Yes,Yes,23,22000,No,No,Medical ,Yes,16,89500,No,No,I don't have a specific budget,No,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
25,Male,Single,Yes,Yes,No,Rural Area,Yes,No,9,22000,No,Yes,Debt Consolidation,Yes,13,121500,Yes,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
25,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,10,22000,No,Yes,Ventures,Yes,14,145500,Yes,No,I don't have a specific budget,No,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,12,22000,No,No,Debt Consolidation,Yes,12,177500,Yes,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Female,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,14,26800,No,Yes,Medical ,Yes,15,201500,Yes,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,16,27600,No,No,Medical ,Yes,13,233500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,17,27600,No,Yes,Debt Consolidation,Yes,14,257500,Yes,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,19,27600,No,No,Medical ,Yes,15,289500,Yes,Yes,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Female,Single,Yes,Yes,No,Tier 1 City,Yes,No,21,27600,No,Yes,Debt Consolidation,Yes,12,313500,Yes,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,23,27600,No,Yes,Debt Consolidation,Yes,13,345500,No,Yes,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,23,27600,No,Yes,Ventures,Yes,16,369500,No,Yes,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Female,Single,Yes,Yes,No,Rural Area,Yes,No,23,21800,No,No,Medical ,Yes,13,401500,Yes,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,23,21800,No,No,Medical ,Yes,15,425500,Yes,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
28,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Tier 2 City,Yes,Yes,5,21800,No,Yes,Debt Consolidation,Yes,16,457500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
28,Male,Single,Yes,Yes,Yes,Rural Area,Yes,Yes,7,21800,No,Yes,Debt Consolidation,Yes,15,481500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
28,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,9,21800,Yes,Yes,Debt Consolidation,Yes,14,513500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
29,Female,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,10,21800,No,Yes,Ventures,Yes,15,537500,No,Yes,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
29,Female,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,12,38120,No,No,Medical ,Yes,15,569500,Yes,Yes,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
29,Female,Single,Yes,Yes,No,Rural Area,Yes,No,14,38120,Yes,No,Debt Consolidation,Yes,15,593500,Yes,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
29,Female,Single,No,Yes,No,Rural Area,Yes,No,16,38120,No,Yes,Debt Consolidation,Yes,13,625500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
29,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Tier 2 City,Yes,Yes,17,38120,No,Yes,Debt Consolidation,Yes,13,649500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
30,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Tier 2 City,Yes,Yes,19,38120,No,Yes,Debt Consolidation,Yes,15,681500,Yes,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
30,Male,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,21,38720,Yes,No,Medical ,Yes,15,705500,Yes,Yes,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
31,Male,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,23,38720,No,Yes,Home Loan,Yes,15,737500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
31,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Rural Area,Yes,No,23,38720,Yes,No,Medical ,Yes,16,761500,No,No,I maintain a budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
32,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,23,38720,No,Yes,Home Loan,Yes,13,793500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
32,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Rural Area,Yes,Yes,4,39450,Yes,Yes,Home Loan,Yes,14,817500,No,No,I maintain a budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
32,Female,Single,No,Yes,Yes,Rural Area,Yes,Yes,6,39450,Yes,No,Medical ,Yes,16,849500,No,No,I maintain a budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
32,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,8,39450,Yes,Yes,Debt Consolidation,Yes,14,873500,No,No,I maintain a budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
33,Female,"Conjugal (Married, Live-in, Co live)",No,Yes,Yes,Rural Area,Yes,Yes,10,40000,Yes,No,Debt Consolidation,Yes,12,905500,No,No,I maintain a budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
33,Female,"Conjugal (Married, Live-in, Co live)",No,Yes,Yes,Tier 2 City,Yes,Yes,11,40000,No,Yes,Ventures,Yes,16,929500,Yes,No,I maintain a budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
34,Male,Single,Yes,No,No,Rural Area,No,No,13,64000,No,No,Home Loan,No,8,961500,No,No,I maintain a budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
34,Female,Single,Yes,No,No,Tier 1 City,No,Yes,15,64000,Yes,Yes,Home Loan,No,7,985500,No,No,I maintain a budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
34,Male,Single,No,No,No,Tier 1 City,Yes,No,17,64000,No,Yes,Debt Consolidation,No,4,1017500,No,No,I maintain a budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
35,Male,"Conjugal (Married, Live-in, Co live)",No,No,No,Tier 1 City,No,Yes,18,71500,No,No,Debt Consolidation,No,4,1041500,Yes,No,I maintain a budget,Yes,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
35,Female,"Conjugal (Married, Live-in, Co live)",No,No,No,Rural Area,Yes,Yes,20,71500,Yes,Yes,Ventures,No,4,1073500,No,No,I maintain a budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
36,Female,Single,Yes,No,No,Tier 1 City,No,Yes,22,71500,Yes,Yes,Home Loan,No,7,1097500,No,No,I maintain a budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
36,Male,"Conjugal (Married, Live-in, Co live)",No,No,No,Tier 1 City,Yes,Yes,23,71500,No,Yes,Home Loan,No,8,1129500,Yes,No,I maintain a budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
